"Code","Growth","SppType","Season","Month","Year","Site","Plot","Quad","Cover","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species","month_num","site_plot"
"DEPI","A","H",1,"May",2005,"G","2",54,2,"Plantae","Brassicaceae","Descurainia","pinnata",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",54,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",56,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",58,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",58,6,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"IPPU4","A","H",1,"May",2005,"G","2",60,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G2"
"CHLA10","A","H",1,"May",2005,"G","2",60,2,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",60,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",66,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"MAFE","A","H",1,"May",2005,"G","2",66,2,"Plantae","Asteraceae","Malacothrix","fendleri",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",66,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CHLA10","A","H",1,"May",2005,"G","2",68,1,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"MAFE","A","H",1,"May",2005,"G","2",68,1,"Plantae","Asteraceae","Malacothrix","fendleri",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",68,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",70,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"CHLA10","A","H",1,"May",2005,"G","2",70,2,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"PHIN","A","H",1,"May",2005,"G","2",70,2,"Plantae","Hydrophyllaceae","Phacelia","integrifolia",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",70,8,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"ASMIM","P","H",1,"May",2005,"G","2",72,1,"Plantae","Fabaceae","Astragalus","missouriensis",5,"G2"
"HOGL2","P","H",1,"May",2005,"G","2",72,2,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"CHLA10","A","H",1,"May",2005,"G","2",72,10,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",78,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",78,20,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",80,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"HOGL2","P","H",1,"May",2005,"G","2",80,1,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",80,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"APRAH","P","H",1,"May",2005,"G","2",82,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"CHLA10","A","H",1,"May",2005,"G","2",82,1,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",82,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"ERRO2","A","H",1,"May",2005,"G","2",82,1,"Plantae","Polygonaceae","Eriogonum","rotundifolium",5,"G2"
"HOGL2","P","H",1,"May",2005,"G","2",82,1,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",82,1,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"ASMIM","P","H",1,"May",2005,"G","2",84,1,"Plantae","Fabaceae","Astragalus","missouriensis",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",84,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"ASMIM","P","H",1,"May",2005,"G","2",90,1,"Plantae","Fabaceae","Astragalus","missouriensis",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",90,1,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",92,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",92,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",94,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CHLA10","A","H",1,"May",2005,"G","2",96,1,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",96,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",96,1,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"SOEL","P","H",1,"May",2005,"G","2",96,1,"Plantae","Solanaceae","Solanum","elaeagnifolium",5,"G2"
"CHLA10","A","H",1,"May",2005,"G","2",102,1,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",102,1,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"SEDI3","P","H",1,"May",2005,"G","2",102,1,"Plantae","Nyctaginaceae","Selinocarpus","diffusus",5,"G2"
"ASNU4","A","H",1,"May",2005,"G","2",104,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",104,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",104,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",106,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"HOGL2","P","H",1,"May",2005,"G","2",106,1,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"APRAH","P","H",1,"May",2005,"G","2",106,2,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",106,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"APRAH","P","H",1,"May",2005,"G","2",108,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",108,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"DEPI","A","H",1,"May",2005,"G","2",108,1,"Plantae","Brassicaceae","Descurainia","pinnata",5,"G2"
"HOGL2","P","H",1,"May",2005,"G","2",108,1,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",108,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CHLA10","A","H",1,"May",2005,"G","2",114,1,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"HOGL2","P","H",1,"May",2005,"G","2",114,1,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",114,6,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"MAFE","A","H",1,"May",2005,"G","2",116,1,"Plantae","Asteraceae","Malacothrix","fendleri",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",116,8,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"LEDED","A","H",1,"May",2005,"G","2",118,1,NA,NA,NA,NA,5,"G2"
"SATR12","A","H",1,"May",2005,"G","2",118,1,"Plantae","Chenopodiaceae","Salsola","tragus",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",118,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",118,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",120,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",120,1,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"SATR12","A","H",1,"May",2005,"G","2",120,1,"Plantae","Chenopodiaceae","Salsola","tragus",5,"G2"
"CHLA10","A","H",1,"May",2005,"G","2",126,1,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"HOGL2","P","H",1,"May",2005,"G","2",126,1,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",126,1,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",126,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"MAFE","A","H",1,"May",2005,"G","2",126,3,"Plantae","Asteraceae","Malacothrix","fendleri",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",128,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",128,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"ASNU4","A","H",1,"May",2005,"G","2",130,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"LEDED","A","H",1,"May",2005,"G","2",130,1,NA,NA,NA,NA,5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",130,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"LEDED","A","H",1,"May",2005,"G","2",132,1,NA,NA,NA,NA,5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",132,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"SPHA","P","H",1,"May",2005,"G","2",132,5,"Plantae","Malvaceae","Sphaeralcea","hastulata",5,"G2"
"ASNU4","A","H",1,"May",2005,"G","2",138,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"MAFE","A","H",1,"May",2005,"G","2",138,1,"Plantae","Asteraceae","Malacothrix","fendleri",5,"G2"
"CHLA10","A","H",1,"May",2005,"G","2",138,2,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",138,20,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",140,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"SEDI3","P","H",1,"May",2005,"G","2",140,1,"Plantae","Nyctaginaceae","Selinocarpus","diffusus",5,"G2"
"SPHA","P","H",1,"May",2005,"G","2",140,1,"Plantae","Malvaceae","Sphaeralcea","hastulata",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",140,20,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2005,"G","2",142,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"LEDED","A","H",1,"May",2005,"G","2",142,2,NA,NA,NA,NA,5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",142,6,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"HOGL2","P","H",1,"May",2005,"G","2",144,1,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"PLPA2","A","H",1,"May",2005,"G","2",144,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"IPPU4","A","H",1,"May",2005,"G","3",6,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"LEDED","A","H",1,"May",2005,"G","3",6,1,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",6,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",6,4,NA,NA,NA,NA,5,"G3"
"SEDI3","P","H",1,"May",2005,"G","3",8,1,"Plantae","Nyctaginaceae","Selinocarpus","diffusus",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",8,1,NA,NA,NA,NA,5,"G3"
"STPA4","P","H",1,"May",2005,"G","3",8,2,"Plantae","Asteraceae","Stephanomeria","pauciflora",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",8,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"CRCR3","A","H",1,"May",2005,"G","3",10,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"GUWR","A","H",1,"May",2005,"G","3",10,1,NA,NA,NA,NA,5,"G3"
"IPPU4","A","H",1,"May",2005,"G","3",10,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"MAFE","A","H",1,"May",2005,"G","3",10,1,"Plantae","Asteraceae","Malacothrix","fendleri",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",10,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",12,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",12,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"GIME","A","H",1,"May",2005,"G","3",18,1,"Plantae","Polemoniaceae","Gilia","mexicana",5,"G3"
"MAPIP","P","H",1,"May",2005,"G","3",18,1,"Plantae","Asteraceae","Machaeranthera","pinnatifida",5,"G3"
"MIAL4","P","H",1,"May",2005,"G","3",18,1,"Plantae","Nyctaginaceae","Mirabilis","albida",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",18,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"STPA4","P","H",1,"May",2005,"G","3",18,2,"Plantae","Asteraceae","Stephanomeria","pauciflora",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",20,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"MAPIP","P","H",1,"May",2005,"G","3",20,1,"Plantae","Asteraceae","Machaeranthera","pinnatifida",5,"G3"
"GIME","A","H",1,"May",2005,"G","3",20,3,"Plantae","Polemoniaceae","Gilia","mexicana",5,"G3"
"LEDED","A","H",1,"May",2005,"G","3",20,3,NA,NA,NA,NA,5,"G3"
"CHLA10","A","H",1,"May",2005,"G","3",20,5,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",20,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"CYACF","P","H",1,"May",2005,"G","3",22,1,"Plantae","Apiaceae","Cymopterus","acaulis",5,"G3"
"IPPU4","A","H",1,"May",2005,"G","3",22,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"KRLA2","P","S",1,"May",2005,"G","3",22,1,"Plantae","Chenopodiaceae","Krascheninnikovia","lanata",5,"G3"
"MAPIP","P","H",1,"May",2005,"G","3",22,1,"Plantae","Asteraceae","Machaeranthera","pinnatifida",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",22,1,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",22,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ERWR","P","H",1,"May",2005,"G","3",22,10,"Plantae","Polygonaceae","Eriogonum","wrightii",5,"G3"
"CHLA10","A","H",1,"May",2005,"G","3",24,1,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G3"
"GIME","A","H",1,"May",2005,"G","3",24,1,"Plantae","Polemoniaceae","Gilia","mexicana",5,"G3"
"IPPU4","A","H",1,"May",2005,"G","3",24,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"ERCI6","A","H",1,"May",2005,"G","3",24,2,"Plantae","Geraniaceae","Erodium","cicutarium",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",24,3,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",24,4,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",24,20,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",30,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",30,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"GACO5","P","H",1,"May",2005,"G","3",30,5,"Plantae","Onagraceae","Gaura","coccinea",5,"G3"
"CRCR3","A","H",1,"May",2005,"G","3",32,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"SOEL","P","H",1,"May",2005,"G","3",32,1,"Plantae","Solanaceae","Solanum","elaeagnifolium",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",32,1,NA,NA,NA,NA,5,"G3"
"IPPU4","A","H",1,"May",2005,"G","3",32,2,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",32,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"GUWR","A","H",1,"May",2005,"G","3",32,4,NA,NA,NA,NA,5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",34,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"LEDED","A","H",1,"May",2005,"G","3",34,1,NA,NA,NA,NA,5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",34,1,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",34,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",36,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",36,1,NA,NA,NA,NA,5,"G3"
"GUWR","A","H",1,"May",2005,"G","3",36,3,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",36,12,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",42,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"IPPU4","A","H",1,"May",2005,"G","3",42,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",42,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",42,4,NA,NA,NA,NA,5,"G3"
"IPPU4","A","H",1,"May",2005,"G","3",44,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"LEDED","A","H",1,"May",2005,"G","3",44,1,NA,NA,NA,NA,5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",44,1,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",44,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",46,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"CRCR3","A","H",1,"May",2005,"G","3",46,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"STPA4","P","H",1,"May",2005,"G","3",46,2,"Plantae","Asteraceae","Stephanomeria","pauciflora",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",46,2,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",46,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"CYACF","P","H",1,"May",2005,"G","3",48,1,"Plantae","Apiaceae","Cymopterus","acaulis",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",48,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"LEDED","A","H",1,"May",2005,"G","3",54,1,NA,NA,NA,NA,5,"G3"
"IPPU4","A","H",1,"May",2005,"G","3",54,4,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",54,6,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",56,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"IPPU4","A","H",1,"May",2005,"G","3",56,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"STPA4","P","H",1,"May",2005,"G","3",56,4,"Plantae","Asteraceae","Stephanomeria","pauciflora",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",56,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",56,5,NA,NA,NA,NA,5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",58,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"LEDED","A","H",1,"May",2005,"G","3",58,1,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",58,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"CRCR3","A","H",1,"May",2005,"G","3",60,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"STPA4","P","H",1,"May",2005,"G","3",60,1,"Plantae","Asteraceae","Stephanomeria","pauciflora",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",60,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"APRAH","P","H",1,"May",2005,"G","3",60,3,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",60,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"APRAH","P","H",1,"May",2005,"G","3",66,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",66,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"MAPIP","P","H",1,"May",2005,"G","3",66,1,"Plantae","Asteraceae","Machaeranthera","pinnatifida",5,"G3"
"CRCR3","A","H",1,"May",2005,"G","3",66,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",66,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",68,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"IPPU4","A","H",1,"May",2005,"G","3",68,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",68,4,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",70,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"CHLA10","A","H",1,"May",2005,"G","3",70,4,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",72,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"MAPIP","P","H",1,"May",2005,"G","3",72,1,"Plantae","Asteraceae","Machaeranthera","pinnatifida",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",72,30,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"IPPU4","A","H",1,"May",2005,"G","3",78,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"MAFE","A","H",1,"May",2005,"G","3",78,1,"Plantae","Asteraceae","Malacothrix","fendleri",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",78,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",78,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"IPPU4","A","H",1,"May",2005,"G","3",80,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",80,3,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",80,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"GUWR","A","H",1,"May",2005,"G","3",80,4,NA,NA,NA,NA,5,"G3"
"APRAH","P","H",1,"May",2005,"G","3",82,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",82,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"LEDED","A","H",1,"May",2005,"G","3",82,1,NA,NA,NA,NA,5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",82,5,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",82,7,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"IPPU4","A","H",1,"May",2005,"G","3",84,1,"Plantae","Polemoniaceae","Ipomopsis","pumila",5,"G3"
"MAPIP","P","H",1,"May",2005,"G","3",84,1,"Plantae","Asteraceae","Machaeranthera","pinnatifida",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",84,3,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",84,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",90,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"OECAC2","P","H",1,"May",2005,"G","3",92,1,"Plantae","Onagraceae","Oenothera","caespitosa",5,"G3"
"CRCR3","A","H",1,"May",2005,"G","3",92,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"MAFE","A","H",1,"May",2005,"G","3",92,2,"Plantae","Asteraceae","Malacothrix","fendleri",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",92,3,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"APRAH","P","H",1,"May",2005,"G","3",92,4,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",92,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"MAPIP","P","H",1,"May",2005,"G","3",94,1,"Plantae","Asteraceae","Machaeranthera","pinnatifida",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",94,1,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",94,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"APRAH","P","H",1,"May",2005,"G","3",96,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"ASNU4","A","H",1,"May",2005,"G","3",96,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"SATR12","A","H",1,"May",2005,"G","3",96,1,"Plantae","Chenopodiaceae","Salsola","tragus",5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",96,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"APRAH","P","H",1,"May",2005,"G","3",102,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"CRCR3","A","H",1,"May",2005,"G","3",102,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"VUOC","A","G",1,"May",2005,"G","3",102,1,NA,NA,NA,NA,5,"G3"
"MAFE","A","H",1,"May",2005,"G","3",102,2,"Plantae","Asteraceae","Malacothrix","fendleri",5,"G3"
"GUWR","A","H",1,"May",2005,"G","3",102,3,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2005,"G","3",102,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"GIME","A","H",1,"May",2005,"G","3",104,1,"Plantae","Polemoniaceae","Gilia","mexicana",5,"G3"
