"Bee_Species","SiteRepSeason","bees","Taxa_kingdom","Taxa_phylum","Taxa_class","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","updated_bee_species","site","rep","season","year"
"APANDCOMF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Athedonia","compta","APANDCOM","C","3","FA","2010"
"APANPCOMF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANPCOM","C","3","FA","2010"
"APANTAFFF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","affabilis","APANTAFF","C","3","FA","2010"
"APANTCALF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","californica","APANTCAL","C","3","FA","2010"
"APANTLESF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","lesquerellae","APANTLES","C","3","FA","2010"
"APANTMONF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","montana","APANTMON","C","3","FA","2010"
"APANTPHEF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANTPHE","C","3","FA","2010"
"APANTPORF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","porterae","APANTPOR","C","3","FA","2010"
"APAPIMELF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Apis","mellifera","APAPIMEL","C","3","FA","2010"
"APBOMHUNF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APBOMHUN","C","3","FA","2010"
"APBOMPENF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Bombus","pensylvanicus","APBOMPEN","C","3","FA","2010"
"APCERACAF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APCERACA","C","3","FA","2010"
"APCERNANF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Ceratina","nanula","APCERNAN","C","3","FA","2010"
"APDIAAUSF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","australis","APDIAAUS","C","3","FA","2010"
"APDIADIMF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","diminuta","APDIADIM","C","3","FA","2010"
"APDIAENAF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAENA","C","3","FA","2010"
"APDIAMEGF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","megamorpha","APDIAMEG","C","3","FA","2010"
"APDIAOCHF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","ochracea","APDIAOCH","C","3","FA","2010"
"APDIARINF","C3FA10",7,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","rinconis","APDIARIN","C","3","FA","2010"
"APDIASPHF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIASPH","C","3","FA","2010"
"APDIAVALF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAVAL","C","3","FA","2010"
"APEUCLYCF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","lycii","APEUCLYC","C","3","FA","2010"
"APEUCTERF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","territella","APEUCTER","C","3","FA","2010"
"APEXOSOLF","C3FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Exomalopsis","solani","APEXOSOL","C","3","FA","2010"
"APHABMORF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Habropoda","morrisoni","APHABMOR","C","3","FA","2010"
"APHABNS1F","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APHABNS1","C","3","FA","2010"
"APHOLCALF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Holcopasites","calliopsidis","APHOLCAL","C","3","FA","2010"
"APMELBOHF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","bohartorum","APMELBOH","C","3","FA","2010"
"APMELPACF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","pacifica","APMELPAC","C","3","FA","2010"
"APMESAGIF","C3FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","agilis","APMESAGI","C","3","FA","2010"
"APMESCOLF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESCOL","C","3","FA","2010"
"APMESCOMF","C3FA10",2,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","communis_communis","APMESCOM","C","3","FA","2010"
"APMESHUMF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESHUM","C","3","FA","2010"
"APMESMENF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESMEN","C","3","FA","2010"
"APMESPARF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","paroselae","APMESPAR","C","3","FA","2010"
"APMESSUBF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","subagilis","APMESSUB","C","3","FA","2010"
"APMESTHEF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","thelypodii_thelypodii","APMESTHE","C","3","FA","2010"
"APMESTRIF","C3FA10",7,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","tristis","APMESTRI","C","3","FA","2010"
"APMESTRIM","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESTRIM","C","3","FA","2010"
"APMESVERF","C3FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","verbesinarum","APMESVER","C","3","FA","2010"
"APNEOVIGF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Neolarra","vigilans","APNEOVIG","C","3","FA","2010"
"APNOM001F","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Nomada","(Micronomada)001","APNOM001","C","3","FA","2010"
"APPEPPRU","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APPEPPRU","C","3","FA","2010"
"APSVAHELF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","helianthelli","APSVAHEL","C","3","FA","2010"
"APSVAMACF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","machaerantherae","APSVAMAC","C","3","FA","2010"
"APSVAOBLF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","obliqua","APSVAOBL","C","3","FA","2010"
"APTETALBF","C3FA10",3,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APTETALB","C","3","FA","2010"
"APTETSPIF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APTETSPI","C","3","FA","2010"
"APXYLCALF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Xylocopa","californica","APXYLCAL","C","3","FA","2010"
"COHYLMESF","C3FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","COLLETIDAE","Hylaeus","mesillae_mesillae","COHYLMES","C","3","FA","2010"
"HAHALTRIF","S1SP08",3,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Halictus","tripartitus","HAHALTRI","S","1","SP","2008"
"HAAGAANGF","S1SP08",22,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Agapostemon","angelicus","HAAGAANG","S","1","SP","2008"
"HAAGAFEMF","S1SP08",69,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAGAFEM","S","1","SP","2008"
"HAAGAMELF","S1SP08",2,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Agapostemon","melliventris","HAAGAMEL","S","1","SP","2008"
"HAAGASPLF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAGASPL","S","1","SP","2008"
"HAAUGAURF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAUGAUR","S","1","SP","2008"
"HADUFMARF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HADUFMAR","S","1","SP","2008"
"HADUF001F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HADUF001","S","1","SP","2008"
"HAHALCONF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAHALCON","S","1","SP","2008"
"HAHALLIGF","S1SP08",3,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Halictus","ligatus","HAHALLIG","S","1","SP","2008"
"HAHALPARF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAHALPAR","S","1","SP","2008"
"HALASPRUF","S1SP08",39,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","pruinosiformis","HALASPRU","S","1","SP","2008"
"HALASCOAF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASCOA","S","1","SP","2008"
"HALASHUDF","S1SP08",5,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASHUD","S","1","SP","2008"
"HALASPARF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASPAR","S","1","SP","2008"
"HALASPERF","S1SP08",7,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASPER","S","1","SP","2008"
"HALASPOTF","S1SP08",1,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","potosi","HALASPOT","S","1","SP","2008"
"HALASSISF","S1SP08",3,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","sisymbrii","HALASSIS","S","1","SP","2008"
"HALAS00CF","S1SP08",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS00C","S","1","SP","2008"
"HALAS007F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS007","S","1","SP","2008"
"HALAS012F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS012","S","1","SP","2008"
"HALAS015F","S1SP08",9,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS015","S","1","SP","2008"
"HALAS017F","S1SP08",7,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS017","S","1","SP","2008"
"HALAS018F","S1SP08",3,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS018","S","1","SP","2008"
"HALAS019F","S1SP08",2,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS019","S","1","SP","2008"
"HALAS020F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS020","S","1","SP","2008"
"HALAS021F","S1SP08",2,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS021","S","1","SP","2008"
"HALASODDF","S1SP08",2,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASODD","S","1","SP","2008"
"HALASEV1F","S1SP08",1,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","(Evylaeus)001","HALASEV1","S","1","SP","2008"
"HALASEV2F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","(Evylaeus)002","HALASEV2","S","1","SP","2008"
"HALASEV3F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV3","S","1","SP","2008"
"HALASEV4F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV4","S","1","SP","2008"
"HALASEV5F","S1SP08",6,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV5","S","1","SP","2008"
"HALASEV6F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV6","S","1","SP","2008"
"HALASNOCF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASNOC","S","1","SP","2008"
"HANOMTRIF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HANOMTRI","S","1","SP","2008"
"HASPH001F","S1SP08",3,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Sphecodes","1","HASPH001","S","1","SP","2008"
"HASPH002F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Sphecodes","2","HASPH002","S","1","SP","2008"
"MEANTEMAF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Anthidium","emarginatum","MEANTEMA","S","1","SP","2008"
"MEANTPORF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Anthidium","porterae","MEANTPOR","S","1","SP","2008"
"MEASHBIGF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Ashmeadiella","bigeloveae","MEASHBIG","S","1","SP","2008"
"MEASHMELF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Ashmeadiella","meliloti","MEASHMEL","S","1","SP","2008"
"MEDIACURF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEDIACUR","S","1","SP","2008"
"MEDIAIMPF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Dianthidium","implicatum","MEDIAIMP","S","1","SP","2008"
"MEDIOPACF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Dioxys","pacificus","MEDIOPAC","S","1","SP","2008"
"MEDIOPOMF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEDIOPOM","S","1","SP","2008"
"MEHOP003F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEHOP003","S","1","SP","2008"
"MELITAPIF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Lithurge","apicalis","MELITAPI","S","1","SP","2008"
"MEMEGSIDF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEMEGSID","S","1","SP","2008"
"MEMEGUMAF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEMEGUMA","S","1","SP","2008"
"MEOSMCERF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","cerasi","MEOSMCER","S","1","SP","2008"
"MEOSMLATF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","latisulcata","MEOSMLAT","S","1","SP","2008"
"MEOSMLIOF","S1SP08",1,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","liogastra","MEOSMLIO","S","1","SP","2008"
"MEOSMPRUF","S1SP08",1,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","prunorum","MEOSMPRU","S","1","SP","2008"
"MEOSMTITF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","titusi","MEOSMTIT","S","1","SP","2008"
"MEOSMWATF","S1SP08",1,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","watsoni","MEOSMWAT","S","1","SP","2008"
"ANANDCAPF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDCAP","S","1","SP","2008"
"ANANDCREF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDCRE","S","1","SP","2008"
"ANANDHELF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDHEL","S","1","SP","2008"
"ANANDILLF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDILL","S","1","SP","2008"
"ANANDMON","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDMON","S","1","SP","2008"
"ANANDPRFF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Andrena","primulifrons","ANANDPRF","S","1","SP","2008"
"ANANDPRIF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Andrena","prima","ANANDPRI","S","1","SP","2008"
"ANHETPERF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANHETPER","S","1","SP","2008"
"ANHET002F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Heterosarus","2","ANHET002","S","1","SP","2008"
"ANCAL001F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANCAL001","S","1","SP","2008"
"ANPER001F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","1","ANPER001","S","1","SP","2008"
"ANPER002F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","2","ANPER002","S","1","SP","2008"
"ANPER003F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","3","ANPER003","S","1","SP","2008"
"ANPER005F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","5","ANPER005","S","1","SP","2008"
"ANPER006F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","new_sp_006","ANPER006","S","1","SP","2008"
"ANPER009F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER009","S","1","SP","2008"
"ANPER012F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER012","S","1","SP","2008"
"ANPER014F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER014","S","1","SP","2008"
"ANPER015F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER015","S","1","SP","2008"
"ANPER016F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER016","S","1","SP","2008"
"ANPER018F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER018","S","1","SP","2008"
"ANPERALBF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","albovittata","ANPERALB","S","1","SP","2008"
"ANPERAST","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERAST","S","1","SP","2008"
"ANPERCALF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","callicerata","ANPERCAL","S","1","SP","2008"
"ANPERCORF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","coreopsidis_kansensis","ANPERCOR","S","1","SP","2008"
"ANPERDOLF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERDOL","S","1","SP","2008"
"ANPERFALF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","fallax","ANPERFAL","S","1","SP","2008"
"ANPERIGNF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","ignota_ignota","ANPERIGN","S","1","SP","2008"
"ANPERMENF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERMEN","S","1","SP","2008"
"ANPERPULF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERPUL","S","1","SP","2008"
"ANPERVERF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","verbesinae","ANPERVER","S","1","SP","2008"
"APANDCOMF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Athedonia","compta","APANDCOM","S","1","SP","2008"
"APANPCOMF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANPCOM","S","1","SP","2008"
"APANTAFFF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","affabilis","APANTAFF","S","1","SP","2008"
"APANTCALF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","californica","APANTCAL","S","1","SP","2008"
"APANTLESF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","lesquerellae","APANTLES","S","1","SP","2008"
"APANTMONF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","montana","APANTMON","S","1","SP","2008"
"APANTPHEF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANTPHE","S","1","SP","2008"
"APANTPORF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","porterae","APANTPOR","S","1","SP","2008"
"APAPIMELF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Apis","mellifera","APAPIMEL","S","1","SP","2008"
"APBOMHUNF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APBOMHUN","S","1","SP","2008"
"APBOMPENF","S1SP08",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Bombus","pensylvanicus","APBOMPEN","S","1","SP","2008"
"APCERACAF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APCERACA","S","1","SP","2008"
"APCERNANF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Ceratina","nanula","APCERNAN","S","1","SP","2008"
"APDIAAUSF","S1SP08",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","australis","APDIAAUS","S","1","SP","2008"
"APDIADIMF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","diminuta","APDIADIM","S","1","SP","2008"
"APDIAENAF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAENA","S","1","SP","2008"
"APDIAMEGF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","megamorpha","APDIAMEG","S","1","SP","2008"
"APDIAOCHF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","ochracea","APDIAOCH","S","1","SP","2008"
"APDIARINF","S1SP08",4,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","rinconis","APDIARIN","S","1","SP","2008"
"APDIASPHF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIASPH","S","1","SP","2008"
"APDIAVALF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAVAL","S","1","SP","2008"
"APEUCLYCF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","lycii","APEUCLYC","S","1","SP","2008"
"APEUCTERF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","territella","APEUCTER","S","1","SP","2008"
"APEXOSOLF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Exomalopsis","solani","APEXOSOL","S","1","SP","2008"
"APHABMORF","S1SP08",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Habropoda","morrisoni","APHABMOR","S","1","SP","2008"
"APHABNS1F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APHABNS1","S","1","SP","2008"
"APHOLCALF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Holcopasites","calliopsidis","APHOLCAL","S","1","SP","2008"
"APMELBOHF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","bohartorum","APMELBOH","S","1","SP","2008"
"APMELPACF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","pacifica","APMELPAC","S","1","SP","2008"
"APMESAGIF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","agilis","APMESAGI","S","1","SP","2008"
"APMESCOLF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESCOL","S","1","SP","2008"
"APMESCOMF","S1SP08",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","communis_communis","APMESCOM","S","1","SP","2008"
"APMESHUMF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESHUM","S","1","SP","2008"
"APMESMENF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESMEN","S","1","SP","2008"
"APMESPARF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","paroselae","APMESPAR","S","1","SP","2008"
"APMESSUBF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","subagilis","APMESSUB","S","1","SP","2008"
"APMESTHEF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","thelypodii_thelypodii","APMESTHE","S","1","SP","2008"
"APMESTRIF","S1SP08",15,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","tristis","APMESTRI","S","1","SP","2008"
"APMESTRIM","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESTRIM","S","1","SP","2008"
"APMESVERF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","verbesinarum","APMESVER","S","1","SP","2008"
"APNEOVIGF","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Neolarra","vigilans","APNEOVIG","S","1","SP","2008"
"APNOM001F","S1SP08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Nomada","(Micronomada)001","APNOM001","S","1","SP","2008"
